"Member ID","Location","Joined Group on","Last visited group on","Last Attended","Total RSVPs","RSVPed Yes","RSVPed Maybe","RSVPed No","Meetups attended","No shows","Intro","Photo","Assistant Organizer","Mailing List","R Experience"
1029,"Chicago, IL","November 13, 2018","November 13, 2018","November 14, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1030,"Chicago, IL","November 20, 2019","November 20, 2019","November 26, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1031,"Milwaukee, WI","October 5, 2014","February 20, 2015","",1,0,0,1,0,0,"No","No","No","Yes",""
1032,"Valparaiso, IN","March 2, 2012","February 27, 2017","April 16, 2014",1,1,0,0,1,0,"No","Yes","No","Yes","Off and on 12 years"
1033,"Chicago, IL","January 21, 2014","March 12, 2015","October 23, 2014",6,3,0,3,3,0,"Yes","Yes","No","Yes","about a year"
1034,"Chicago, IL","April 5, 2010","February 3, 2013","June 1, 2022",6,6,0,0,6,0,"Yes","No","No","Digest","One year."
1035,"Los Angeles, CA","August 29, 2012","August 29, 2012","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1036,"Chicago, IL","November 13, 2019","November 13, 2019","November 16, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1037,"Chicago, IL","December 19, 2019","December 19, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1038,"Chicago, IL","January 5, 2017","January 5, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1039,"Chicago, IL","November 8, 2017","May 6, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
1040,"District Heights, MD","November 7, 2021","November 7, 2021","November 11, 2021",1,1,0,0,1,0,"No","Yes","No","Yes",""
1041,"Downers Grove, IL","August 19, 2016","August 29, 2016","",0,0,0,0,0,0,"No","No","No","Yes",""
1042,"Chicago, IL","February 5, 2018","July 16, 2018","July 25, 2018",4,4,0,0,4,0,"No","No","No","Yes",""
1043,"Chicago, IL","February 27, 2018","January 23, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1044,"Chicago, IL","January 31, 2014","February 25, 2018","February 19, 2014",1,1,0,0,1,0,"Yes","Yes","No","Yes","I have not began using R but want to get familiar with it for upcoming projects."
1045,"Chicago, IL","December 26, 2015","November 16, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1046,"Chicago, IL","June 15, 2015","November 26, 2019","November 26, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
1047,"Seattle, WA","October 14, 2017","December 11, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
1048,"Chicago, IL","July 11, 2016","July 11, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1049,"Chicago, IL","July 6, 2016","October 19, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1050,"Chicago, IL","January 20, 2015","September 28, 2016","September 28, 2016",4,2,0,2,2,0,"No","Yes","No","Yes",""
1051,"Arlington Heights, IL","June 21, 2016","June 21, 2016","",0,0,0,0,0,0,"No","No","No","Yes",""
1052,"Chicago, IL","June 28, 2018","September 20, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1053,"Chicago, IL","November 7, 2019","November 7, 2019","November 16, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1054,"Chicago, IL","October 23, 2016","January 31, 2020","January 29, 2020",12,7,0,5,7,0,"No","Yes","No","Yes",""
1055,"Chicago, IL","October 30, 2017","November 16, 2017","November 15, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
1056,"Zürich","May 18, 2022","May 18, 2022","",0,0,0,0,0,0,"No","No","No","Yes",""
1057,"Chicago, IL","February 18, 2019","February 18, 2019","February 27, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1058,"Chicago, IL","November 14, 2014","September 9, 2016","April 2, 2015",2,1,0,1,1,0,"No","Yes","No","Yes",""
1059,"Chicago, IL","January 24, 2018","January 24, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1060,"Chicago, IL","July 14, 2014","March 3, 2017","October 23, 2014",1,1,0,0,1,0,"Yes","Yes","No","Yes","1 year"
1061,"Chicago, IL","July 29, 2018","February 18, 2020","February 27, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
1062,"Oak Park, IL","August 21, 2018","March 17, 2022","",4,0,0,4,0,0,"No","Yes","No","Yes",""
1063,"Chicago, IL","October 9, 2017","May 31, 2018","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1064,"Chicago, IL","January 24, 2011","November 1, 2015","",2,0,0,2,0,0,"Yes","Yes","No","Yes","6 years"
1065,"Grand Junction, MI","March 20, 2015","February 16, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1066,"Nashville, TN","April 13, 2010","April 13, 2010","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1067,"Chicago, IL","November 14, 2012","February 12, 2020","February 19, 2020",12,11,0,1,11,0,"No","No","No","Yes",""
1068,"Glen Ellyn, IL","May 29, 2017","May 29, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1069,"Chicago, IL","February 5, 2018","March 21, 2018","March 29, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
1070,"Chicago, IL","August 3, 2016","May 8, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
1071,"Chicago, IL","February 12, 2014","February 12, 2014","February 19, 2014",1,1,0,0,1,0,"No","Yes","No","Yes",""
1072,"Austin, TX","July 25, 2015","April 2, 2018","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1073,"Chicago, IL","June 24, 2013","July 20, 2016","July 24, 2016",3,3,0,0,3,0,"Yes","Yes","No","Yes","Novice."
1074,"Chicago, IL","January 17, 2012","August 14, 2019","August 20, 2019",14,14,0,0,14,0,"No","Yes","No","Yes",""
1075,"Chicago, IL","June 10, 2019","June 10, 2019","June 11, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
1076,"Chicago, IL","December 6, 2019","December 28, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
1077,"Chicago, IL","June 19, 2014","June 19, 2014","",0,0,0,0,0,0,"Yes","No","No","Yes","new"
1078,"Chicago, IL","June 29, 2018","August 28, 2018","August 30, 2018",2,2,0,0,2,0,"No","Yes","No","Yes",""
1079,"Chicago, IL","February 16, 2015","February 16, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1080,"Chicago, IL","May 15, 2014","June 16, 2017","June 22, 2017",8,7,0,1,7,0,"Yes","Yes","No","Yes","zero"
1081,"Chicago, IL","December 27, 2018","November 26, 2019","June 16, 2021",2,2,0,0,2,0,"No","Yes","No","Yes",""
1082,"Chicago, IL","August 28, 2013","August 28, 2013","September 11, 2013",1,1,0,0,1,0,"Yes","Yes","No","Yes","3 years"
1083,"Fort Lauderdale, FL","June 22, 2017","June 22, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1084,"Chicago, IL","January 26, 2014","January 26, 2014","",0,0,0,0,0,0,"Yes","Yes","No","Yes","new user"
1085,"Chicago, IL","July 3, 2013","July 3, 2013","",0,0,0,0,0,0,"Yes","Yes","No","Yes","three(3) months now since March 2013."
1086,"Chicago, IL","June 14, 2019","June 14, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1087,"Chicago, IL","November 18, 2015","July 9, 2016","August 3, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
1088,"Chicago, IL","April 25, 2019","April 25, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1089,"Chicago, IL","June 22, 2015","May 14, 2022","July 30, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
1090,"York","May 5, 2018","October 10, 2018","July 25, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
1091,"Chicago, IL","January 20, 2022","January 20, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1092,"Chicago, IL","August 28, 2015","June 29, 2021","October 24, 2019",1,1,0,0,1,0,"No","Yes","No","No",""
1093,"Chicago, IL","June 25, 2020","June 25, 2020","",0,0,0,0,0,0,"No","No","No","Yes",""
1094,"Chicago, IL","January 22, 2015","March 12, 2015","",1,0,0,1,0,0,"No","No","No","Yes",""
1095,"Chicago, IL","April 11, 2018","May 7, 2019","October 16, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1096,"Chicago, IL","November 15, 2019","November 16, 2019","November 16, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1097,"Chicago, IL","September 8, 2018","September 8, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1098,"Chicago, IL","July 9, 2022","July 9, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1099,"Chicago, IL","October 23, 2012","October 23, 2012","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1100,"Chicago, IL","April 25, 2019","April 25, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1101,"Chicago, IL","April 5, 2020","April 5, 2020","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1102,"Chicago, IL","May 2, 2014","February 6, 2018","October 23, 2014",1,1,0,0,1,0,"Yes","Yes","No","Yes","3 years"
1103,"Chicago, IL","April 30, 2019","May 31, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1104,"Chicago, IL","March 19, 2019","March 19, 2019","March 20, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
1105,"San Francisco, CA","April 30, 2021","April 30, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1106,"Chicago, IL","October 4, 2012","January 30, 2014","",0,0,0,0,0,0,"Yes","No","No","No","I am a beginner to say the least."
1107,"Chicago, IL","May 27, 2011","March 31, 2014","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1108,"Chicago, IL","April 28, 2013","July 12, 2019","July 30, 2019",6,6,0,0,6,0,"No","No","No","Yes",""
1109,"Ushuaia","March 5, 2022","March 5, 2022","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1110,"Chicago, IL","November 7, 2016","January 17, 2019","November 14, 2018",3,2,0,1,2,0,"No","Yes","No","Yes",""
1111,"Chicago, IL","August 11, 2018","August 11, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
1112,"Chicago, IL","April 24, 2014","June 9, 2015","April 2, 2015",1,1,0,0,1,0,"Yes","Yes","No","Yes","Not much at all."
1113,"Chicago, IL","April 10, 2016","April 3, 2018","January 24, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
1114,"Chicago, IL","August 30, 2018","August 30, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
1115,"Chicago, IL","June 21, 2017","July 27, 2017","",0,0,0,0,0,0,"No","No","No","Yes",""
1116,"Decatur, GA","July 25, 2013","November 16, 2019","August 8, 2013",1,1,0,0,1,0,"No","Yes","No","Yes",""
1117,"Chicago, IL","February 8, 2018","February 8, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1118,"Lockport, IL","July 13, 2016","September 30, 2016","September 28, 2016",2,1,0,1,1,0,"No","No","No","Yes",""
1119,"Tempe, AZ","July 17, 2018","July 17, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
1120,"Chicago, IL","May 8, 2015","February 16, 2019","September 28, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
1121,"Chicago, IL","July 13, 2020","July 13, 2020","",0,0,0,0,0,0,"No","Yes","No","No",""
1122,"Chicago, IL","March 26, 2018","March 14, 2019","March 29, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1123,"Lombard, IL","August 13, 2015","June 7, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1124,"Chicago, IL","August 29, 2013","August 29, 2013","September 11, 2013",1,1,0,0,1,0,"No","No","No","No",""
1125,"Chicago, IL","May 25, 2018","May 25, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1126,"Chicago, IL","March 29, 2019","October 14, 2019","August 20, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1127,"Fox River Grove, IL","May 6, 2015","June 21, 2017","April 27, 2017",3,3,0,0,3,0,"No","Yes","No","Yes",""
1128,"Chicago, IL","September 14, 2016","September 14, 2016","September 28, 2016",1,1,0,0,1,0,"No","No","No","Yes",""
1129,"Chicago, IL","September 26, 2016","February 22, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1130,"Evanston, IL","July 1, 2016","July 5, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1131,"Chicago, IL","June 13, 2017","October 5, 2017","July 15, 2017",1,1,0,0,1,0,"No","Yes","No","Yes",""
1132,"Bolingbrook, IL","March 31, 2022","March 31, 2022","",0,0,0,0,0,0,"No","No","No","Yes",""
1133,"Lake Bluff, IL","July 30, 2019","July 30, 2019","July 30, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1134,"Chicago, IL","August 20, 2010","July 8, 2016","December 16, 2010",1,1,0,0,2,0,"Yes","Yes","No","Digest","I have been using R off and on for the past 10 years."
1135,"Woodridge, IL","July 18, 2019","September 11, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1136,"Chicago, IL","October 1, 2015","October 1, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
1137,"Chicago, IL","March 8, 2012","March 8, 2012","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1138,"Chicago, IL","May 3, 2012","February 26, 2019","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1139,"Chicago, IL","April 4, 2018","April 3, 2019","January 23, 2019",3,3,0,0,3,0,"No","Yes","No","Yes",""
1140,"Santa Monica, CA","September 10, 2012","September 10, 2012","",0,0,0,0,0,0,"Yes","No","No","Yes",""
1141,"Minneapolis, MN","August 9, 2011","November 18, 2011","",0,0,0,0,0,0,"Yes","Yes","No","Yes","1 year"
1142,"Schaumburg, IL","June 15, 2019","February 18, 2020","October 24, 2019",3,2,0,1,2,0,"No","No","No","Yes",""
1143,"Chicago, IL","March 5, 2015","October 22, 2015","October 21, 2015",2,2,0,0,2,0,"No","Yes","No","Yes",""
1144,"Chicago, IL","February 5, 2012","May 7, 2017","May 14, 2014",1,1,0,0,1,0,"No","No","No","Yes",""
1145,"San Francisco, CA","September 21, 2016","May 22, 2017","May 17, 2017",3,3,0,0,3,0,"No","Yes","No","Yes",""
1146,"Chicago, IL","November 20, 2014","November 30, 2015","January 29, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
1147,"Chicago, IL","August 24, 2011","October 3, 2012","May 30, 2012",3,2,0,1,2,0,"Yes","No","No","Yes","About one year."
1148,"Chicago, IL","November 11, 2014","March 31, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1149,"Glen Ellyn, IL","June 8, 2015","October 15, 2015","",0,0,0,0,0,0,"Yes","Yes","No","Yes","I am just beginning to use R."
1150,"San Jose, CA","July 25, 2018","July 25, 2018","",0,0,0,0,0,0,"No","No","No","Yes",""
1151,"Chicago, IL","March 11, 2013","April 30, 2013","",0,0,0,0,0,0,"Yes","No","No","Yes",""
1152,"San Francisco, CA","September 23, 2012","June 7, 2016","October 3, 2012",1,1,0,0,1,0,"No","Yes","No","Yes",""
1153,"Chicago, IL","September 14, 2014","September 14, 2014","",0,0,0,0,0,0,"Yes","Yes","No","Yes","Infrequently and long ago; getting back into using it"
1154,"Chicago, IL","March 22, 2018","March 22, 2018","March 29, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1155,"Park Ridge, IL","May 13, 2015","November 1, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1156,"Chicago, IL","February 21, 2015","June 6, 2016","March 12, 2015",4,1,0,3,1,0,"No","No","No","Yes",""
1157,"Chicago, IL","November 6, 2014","November 6, 2014","",0,0,0,0,0,0,"No","No","No","Yes",""
1158,"Chicago, IL","January 3, 2016","January 3, 2016","",0,0,0,0,0,0,"No","No","No","Yes",""
1159,"Chicago, IL","January 15, 2019","February 28, 2021","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1160,"Chicago, IL","December 7, 2012","October 18, 2016","September 1, 2016",11,7,0,4,6,0,"No","Yes","No","Yes","New to R"
1161,"Elmhurst, IL","May 31, 2019","June 9, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1162,"Chicago, IL","December 2, 2012","December 2, 2012","",0,0,0,0,0,0,"No","Yes","No","Digest","New to R but have used Stata for a few years now."
1163,"Salt Lake City, UT","October 26, 2021","November 10, 2021","November 11, 2021",1,1,0,0,1,0,"No","No","No","Yes",""
1164,"Chicago, IL","April 18, 2013","April 18, 2013","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1165,"Chicago, IL","August 26, 2017","June 21, 2021","February 19, 2020",13,12,0,1,12,0,"No","Yes","No","Yes",""
1166,"Chicago, IL","November 28, 2018","November 28, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1167,"Buffalo Grove, IL","September 9, 2016","September 9, 2016","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1168,"Chicago, IL","October 3, 2018","October 6, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1169,"Chicago, IL","May 30, 2018","October 5, 2019","August 30, 2018",3,2,0,1,2,0,"No","Yes","No","Yes",""
1170,"Madrid","June 7, 2014","January 27, 2018","January 27, 2018",2,1,0,1,1,0,"Yes","Yes","No","Yes","just sta rting to use R."
1171,"Des Plaines, IL","December 30, 2019","December 30, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1172,"Chicago, IL","June 9, 2019","July 12, 2021","July 14, 2021",2,2,0,0,2,0,"No","Yes","No","Yes",""
1173,"Addison, IL","September 25, 2016","September 28, 2016","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1174,"Chicago, IL","November 11, 2019","November 11, 2019","November 16, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
1175,"Chicago, IL","January 14, 2015","January 14, 2015","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1176,"Chicago, IL","December 7, 2014","June 11, 2015","April 2, 2015",3,2,0,1,2,0,"No","Yes","No","Yes",""
1177,"Berwyn, IL","January 5, 2017","March 14, 2017","March 16, 2017",2,2,0,0,2,0,"No","Yes","No","Yes",""
1178,"Chicago, IL","August 2, 2016","October 6, 2016","August 3, 2016",1,1,0,0,1,0,"No","Yes","No","Yes",""
1179,"Chicago, IL","July 25, 2018","July 25, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1180,"Chicago, IL","January 26, 2015","February 22, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
1181,"Chicago, IL","November 20, 2014","October 20, 2016","July 28, 2015",7,1,0,6,1,0,"No","Yes","No","Yes",""
1182,"Toronto, ON","May 21, 2018","May 5, 2022","June 1, 2022",3,3,0,0,3,0,"No","Yes","No","Yes",""
1183,"Chicago, IL","November 5, 2018","May 28, 2019","June 11, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1184,"Chicago, IL","May 23, 2019","September 2, 2020","July 30, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
1185,"Chicago, IL","May 23, 2019","May 23, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1186,"Chicago, IL","June 20, 2017","June 20, 2017","June 22, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
1187,"Chicago, IL","May 12, 2014","March 6, 2017","",1,0,0,1,0,0,"No","No","No","Yes",""
1188,"Chicago, IL","August 10, 2015","September 29, 2015","",0,0,0,0,0,0,"No","No","No","Yes",""
1189,"Chicago, IL","November 15, 2019","November 15, 2019","June 16, 2021",2,2,0,0,2,0,"No","Yes","No","Yes",""
1190,"Chicago, IL","November 5, 2018","November 13, 2018","November 14, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
1191,"Chicago, IL","August 2, 2019","August 2, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
1192,"Chicago, IL","November 10, 2017","May 5, 2022","June 1, 2022",4,3,0,1,3,0,"No","Yes","No","Yes",""
1193,"Chicago, IL","August 15, 2019","August 15, 2019","",0,0,0,0,0,0,"No","No","No","Yes",""
1194,"Chicago, IL","March 19, 2019","March 19, 2019","March 20, 2019",1,1,0,0,1,0,"No","No","No","Yes",""
1195,"Chicago, IL","August 27, 2018","August 18, 2019","June 11, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
1196,"Warsaw","November 7, 2014","November 7, 2014","November 13, 2014",1,1,0,0,1,0,"No","No","No","Yes",""
1197,"Hinsdale, IL","May 31, 2016","June 19, 2017","June 22, 2017",1,1,0,0,1,0,"No","No","No","Yes",""
1198,"Chicago, IL","June 26, 2016","June 30, 2016","June 29, 2016",1,1,0,0,1,0,"No","No","No","Yes",""
1199,"Chicago, IL","June 7, 2019","October 17, 2019","October 24, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
1200,"Brookfield, WI","April 18, 2013","April 18, 2013","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1201,"Chicago, IL","July 14, 2017","July 14, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1202,"Chicago, IL","July 16, 2018","July 24, 2018","July 25, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
1203,"Oak Park, IL","January 13, 2015","January 27, 2015","",1,0,0,1,0,0,"No","Yes","No","Yes",""
1204,"Omaha, NE","September 23, 2014","November 9, 2014","November 13, 2014",1,1,0,0,1,0,"Yes","Yes","No","Yes","1 year"
1205,"Chicago, IL","December 27, 2010","March 24, 2015","April 2, 2015",1,1,0,0,1,0,"No","Yes","No","Yes",""
1206,"Chicago, IL","October 23, 2014","November 29, 2015","December 2, 2015",4,3,0,1,3,0,"No","Yes","No","Yes",""
1207,"Oak Park, IL","April 8, 2019","May 14, 2019","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1208,"Seattle, WA","July 19, 2016","August 31, 2017","May 17, 2017",3,3,0,0,3,0,"No","Yes","No","Yes",""
1209,"Naperville, IL","May 29, 2018","June 3, 2019","May 30, 2018",1,1,0,0,1,0,"No","Yes","No","Yes",""
1210,"Chicago, IL","February 15, 2019","November 14, 2019","November 26, 2019",2,2,0,0,2,0,"No","Yes","No","Yes",""
1211,"Chicago, IL","July 13, 2021","July 14, 2021","July 14, 2021",1,1,0,0,1,0,"No","Yes","No","Yes",""
1212,"Saint Louis, MO","April 10, 2010","April 10, 2010","",0,0,0,0,0,0,"Yes","Yes","No","Digest","7 years"
1213,"Chicago, IL","October 25, 2012","November 15, 2012","November 14, 2012",1,1,0,0,1,0,"No","Yes","No","Yes",""
1214,"Chicago, IL","April 13, 2018","April 13, 2018","April 14, 2018",1,1,0,0,1,0,"No","No","No","Yes",""
1215,"Chicago, IL","August 25, 2017","August 25, 2017","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1216,"Chippenham","May 11, 2018","May 21, 2018","",0,0,0,0,0,0,"No","Yes","No","Yes",""
1217,"Chicago, IL","November 5, 2019","November 5, 2019","November 16, 2019",1,1,0,0,1,0,"No","Yes","No","Yes",""
1218,"Chicago, IL","April 28, 2014","July 11, 2022","July 11, 2022",10,10,0,0,10,0,"Yes","Yes","No","Yes","1.5 years."
1219,"Chicago, IL","December 8, 2010","September 20, 2012","October 3, 2012",2,2,0,0,2,0,"No","Yes","No","No",""
1220,"Chicago, IL","April 8, 2010","April 8, 2010","",0,0,0,0,0,0,"Yes","No","No","Yes","Hi, I used a little bit of R (2 months) a long time ago. I'm more SAS and SPSS user but R is free and wouldn't mind learn more of it"
1221,"Chicago, IL","August 26, 2014","October 13, 2014","",0,0,0,0,0,0,"No","No","No","Yes",""
